date_key,asset_id,close_price,daily_return,vol_regime
20230102,AST0001,85.7042,0.0,calm
20230102,AST0002,93.9006,0.0,calm
20230102,AST0003,93.6978,0.0,calm
20230102,AST0004,119.0633,0.0,calm
20230102,AST0005,204.6109,0.0,calm
20230102,AST0006,90.8034,0.0,calm
20230102,AST0007,111.9634,0.0,calm
20230102,AST0008,78.8421,0.0,calm
20230102,AST0009,96.137,0.0,calm
20230102,AST0010,83.2103,0.0,calm
20230102,AST0011,211.2294,0.0,calm
20230102,AST0012,84.5387,0.0,calm
20230102,AST0013,157.1901,0.0,calm
20230102,AST0014,61.2473,0.0,calm
20230102,AST0015,121.1802,0.0,calm
20230102,AST0016,66.231,0.0,calm
20230102,AST0017,37.6976,0.0,calm
20230102,AST0018,22.1723,0.0,calm
20230102,AST0019,160.2188,0.0,calm
20230102,AST0020,90.0339,0.0,calm
20230102,AST0021,84.5924,0.0,calm
20230102,AST0022,115.8412,0.0,calm
20230102,AST0023,119.8349,0.0,calm
20230102,AST0024,103.9223,0.0,calm
20230102,AST0025,20.4414,0.0,calm
20230102,AST0026,87.1385,0.0,calm
20230102,AST0027,111.1039,0.0,calm
20230102,AST0028,116.0475,0.0,calm
20230102,AST0029,229.2974,0.0,calm
20230102,AST0030,172.6891,0.0,calm
20230102,AST0031,113.8781,0.0,calm
20230102,AST0032,52.6167,0.0,calm
20230102,AST0033,59.2556,0.0,calm
20230102,AST0034,34.6313,0.0,calm
20230102,AST0035,83.1798,0.0,calm
20230102,AST0036,111.0509,0.0,calm
20230102,AST0037,58.7786,0.0,calm
20230102,AST0038,189.4669,0.0,calm
20230102,AST0039,195.5635,0.0,calm
20230102,AST0040,107.9822,0.0,calm
20230102,AST0041,242.3002,0.0,calm
20230102,AST0042,190.5742,0.0,calm
20230102,AST0043,107.0192,0.0,calm
20230102,AST0044,119.7179,0.0,calm
20230102,AST0045,59.4692,0.0,calm
20230102,AST0046,188.6219,0.0,calm
20230102,AST0047,228.7102,0.0,calm
20230102,AST0048,121.5087,0.0,calm
20230102,AST0049,20.1791,0.0,calm
20230102,AST0050,93.4704,0.0,calm
20230102,AST0051,37.6973,0.0,calm
20230102,AST0052,162.1977,0.0,calm
20230102,AST0053,113.3914,0.0,calm
20230102,AST0054,36.4742,0.0,calm
20230102,AST0055,115.448,0.0,calm
20230102,AST0056,106.9053,0.0,calm
20230102,AST0057,116.2981,0.0,calm
20230102,AST0058,88.8163,0.0,calm
20230102,AST0059,139.0876,0.0,calm
20230102,AST0060,19.0445,0.0,calm
20230102,CASH0001,1.0,0.0,calm
20230103,AST0001,86.0824,0.00441294,stressed
20230103,AST0002,93.8759,-0.00026254,stressed
20230103,AST0003,88.4058,-0.05647975,stressed
20230103,AST0004,117.0024,-0.01730943,stressed
20230103,AST0005,197.3046,-0.0357085,stressed
20230103,AST0006,89.7516,-0.01158297,stressed
20230103,AST0007,107.3589,-0.04112553,stressed
20230103,AST0008,75.6932,-0.03993955,stressed
20230103,AST0009,96.1665,0.00030686,stressed
20230103,AST0010,83.6994,0.00587759,stressed
20230103,AST0011,204.527,-0.0317304,stressed
20230103,AST0012,86.9249,0.02822706,stressed
20230103,AST0013,163.7416,0.04167853,stressed
20230103,AST0014,57.864,-0.05523991,stressed
20230103,AST0015,115.8843,-0.04370255,stressed
20230103,AST0016,62.1817,-0.06114022,stressed
20230103,AST0017,36.3746,-0.03509356,stressed
20230103,AST0018,21.6974,-0.02141931,stressed
20230103,AST0019,164.1879,0.02477281,stressed
20230103,AST0020,91.528,0.01659534,stressed
20230103,AST0021,83.6967,-0.01058913,stressed
20230103,AST0022,115.5657,-0.00237822,stressed
20230103,AST0023,116.7747,-0.0255374,stressed
20230103,AST0024,102.362,-0.01501419,stressed
20230103,AST0025,20.1117,-0.0161265,stressed
20230103,AST0026,86.7412,-0.0045597,stressed
20230103,AST0027,112.0023,0.00808595,stressed
20230103,AST0028,116.3946,0.0029904,stressed
20230103,AST0029,227.9635,-0.00581736,stressed
20230103,AST0030,174.9276,0.01296239,stressed
20230103,AST0031,114.6262,0.00656897,stressed
20230103,AST0032,52.1575,-0.00872655,stressed
20230103,AST0033,57.6592,-0.02694105,stressed
20230103,AST0034,35.1156,0.013985,stressed
20230103,AST0035,82.4412,-0.00887969,stressed
20230103,AST0036,111.7369,0.00617743,stressed
20230103,AST0037,58.2363,-0.00922682,stressed
20230103,AST0038,186.4421,-0.01596506,stressed
20230103,AST0039,188.9975,-0.03357488,stressed
20230103,AST0040,101.7064,-0.05811875,stressed
20230103,AST0041,237.7618,-0.01873068,stressed
20230103,AST0042,194.5114,0.02065983,stressed
20230103,AST0043,107.311,0.00272713,stressed
20230103,AST0044,126.8845,0.05986286,stressed
20230103,AST0045,57.0599,-0.04051216,stressed
20230103,AST0046,183.4958,-0.02717691,stressed
20230103,AST0047,213.4621,-0.06667006,stressed
20230103,AST0048,120.4658,-0.00858304,stressed
20230103,AST0049,20.6226,0.0219749,stressed
20230103,AST0050,93.6066,0.00145654,stressed
20230103,AST0051,37.4595,-0.00630918,stressed
20230103,AST0052,154.3234,-0.04854757,stressed
20230103,AST0053,113.886,0.00436232,stressed
20230103,AST0054,34.7101,-0.04836509,stressed
20230103,AST0055,115.6596,0.00183218,stressed
20230103,AST0056,107.7124,0.00755007,stressed
20230103,AST0057,116.4749,0.00152104,stressed
20230103,AST0058,89.0083,0.00216156,stressed
20230103,AST0059,128.6426,-0.07509647,stressed
20230103,AST0060,19.3663,0.01689704,stressed
20230103,CASH0001,1.0,0.0,stressed
20230104,AST0001,84.6911,-0.01616315,stressed
20230104,AST0002,92.2737,-0.0170678,stressed
20230104,AST0003,90.7427,0.02643343,stressed
20230104,AST0004,130.5888,0.11612101,stressed
20230104,AST0005,205.7094,0.04259833,stressed
20230104,AST0006,94.4555,0.05241015,stressed
20230104,AST0007,120.4951,0.12235843,stressed
20230104,AST0008,79.2483,0.04696792,stressed
20230104,AST0009,94.1829,-0.02062659,stressed
20230104,AST0010,82.0843,-0.01929698,stressed
20230104,AST0011,204.5326,2.745e-05,stressed
20230104,AST0012,82.5272,-0.05059237,stressed
20230104,AST0013,167.4591,0.02270334,stressed
20230104,AST0014,62.0653,0.07260496,stressed
20230104,AST0015,120.3325,0.03838475,stressed
20230104,AST0016,62.9795,0.01283158,stressed
20230104,AST0017,38.6073,0.06137917,stressed
20230104,AST0018,21.5365,-0.00741238,stressed
20230104,AST0019,176.9801,0.07791158,stressed
20230104,AST0020,92.9515,0.01555234,stressed
20230104,AST0021,87.4117,0.04438707,stressed
20230104,AST0022,112.8454,-0.02353882,stressed
20230104,AST0023,114.2569,-0.02156083,stressed
20230104,AST0024,105.8722,0.03429266,stressed
20230104,AST0025,20.4514,0.01689176,stressed
20230104,AST0026,92.1122,0.06191927,stressed
20230104,AST0027,110.1105,-0.01689059,stressed
20230104,AST0028,113.8954,-0.0214717,stressed
20230104,AST0029,246.096,0.07954144,stressed
20230104,AST0030,189.7596,0.08478939,stressed
20230104,AST0031,112.6837,-0.01694619,stressed
20230104,AST0032,56.6107,0.08538034,stressed
20230104,AST0033,60.9783,0.05756335,stressed
20230104,AST0034,36.1432,0.02926349,stressed
20230104,AST0035,88.836,0.07756763,stressed
20230104,AST0036,109.8259,-0.01710267,stressed
20230104,AST0037,61.4315,0.05486565,stressed
20230104,AST0038,203.8191,0.09320324,stressed
20230104,AST0039,195.4681,0.03423661,stressed
20230104,AST0040,104.7929,0.03034647,stressed
20230104,AST0041,253.8003,0.06745639,stressed
20230104,AST0042,212.7197,0.09361043,stressed
20230104,AST0043,105.7095,-0.01492406,stressed
20230104,AST0044,127.715,0.00654549,stressed
20230104,AST0045,64.2989,0.12686536,stressed
20230104,AST0046,191.305,0.04255811,stressed
20230104,AST0047,218.3042,0.02268393,stressed
20230104,AST0048,126.4541,0.04970972,stressed
20230104,AST0049,22.5394,0.09294823,stressed
20230104,AST0050,91.6618,-0.02077576,stressed
20230104,AST0051,40.546,0.08239746,stressed
20230104,AST0052,167.5905,0.08596924,stressed
20230104,AST0053,111.8091,-0.01823693,stressed
20230104,AST0054,36.3897,0.04838985,stressed
20230104,AST0055,116.4057,0.00645108,stressed
20230104,AST0056,106.0453,-0.01547807,stressed
20230104,AST0057,114.0707,-0.020642,stressed
20230104,AST0058,87.635,-0.01542869,stressed
20230104,AST0059,132.0653,0.02660638,stressed
20230104,AST0060,20.2593,0.04610906,stressed
20230104,CASH0001,1.0,0.0,stressed
20230105,AST0001,84.1215,-0.00672535,stressed
20230105,AST0002,91.6569,-0.00668467,stressed
20230105,AST0003,92.8409,0.02312344,stressed
20230105,AST0004,135.114,0.03465247,stressed
20230105,AST0005,214.933,0.04483788,stressed
20230105,AST0006,89.3037,-0.05454271,stressed
20230105,AST0007,128.5781,0.06708165,stressed
20230105,AST0008,76.8401,-0.03038844,stressed
20230105,AST0009,93.9639,-0.00232506,stressed
20230105,AST0010,81.2755,-0.00985244,stressed
20230105,AST0011,213.6536,0.04459425,stressed
20230105,AST0012,76.6335,-0.07141557,stressed
20230105,AST0013,167.5289,0.00041696,stressed
20230105,AST0014,63.6833,0.02606943,stressed
20230105,AST0015,126.1252,0.04813951,stressed
20230105,AST0016,67.2195,0.06732234,stressed
20230105,AST0017,39.9078,0.03368535,stressed
20230105,AST0018,21.6064,0.00324562,stressed
20230105,AST0019,186.8918,0.0560046,stressed
20230105,AST0020,92.3218,-0.00677453,stressed
20230105,AST0021,87.9959,0.00668338,stressed
20230105,AST0022,112.7524,-0.00082479,stressed
20230105,AST0023,115.8927,0.01431688,stressed
20230105,AST0024,108.7988,0.02764222,stressed
20230105,AST0025,21.075,0.03048881,stressed
20230105,AST0026,96.2368,0.04477803,stressed
20230105,AST0027,109.1575,-0.00865514,stressed
20230105,AST0028,112.5062,-0.01219705,stressed
20230105,AST0029,240.7737,-0.02162702,stressed
20230105,AST0030,194.5564,0.0252784,stressed
20230105,AST0031,112.3004,-0.00340174,stressed
20230105,AST0032,57.0043,0.00695295,stressed
20230105,AST0033,63.8606,0.04726765,stressed
20230105,AST0034,35.5554,-0.01626238,stressed
20230105,AST0035,94.8455,0.06764752,stressed
20230105,AST0036,108.8675,-0.00872676,stressed
20230105,AST0037,63.6479,0.03608011,stressed
20230105,AST0038,209.7244,0.02897315,stressed
20230105,AST0039,207.1401,0.05971267,stressed
20230105,AST0040,105.9677,0.01121138,stressed
20230105,AST0041,252.8291,-0.00382673,stressed
20230105,AST0042,217.651,0.02318198,stressed
20230105,AST0043,105.4305,-0.00263972,stressed
20230105,AST0044,125.2161,-0.01956646,stressed
20230105,AST0045,64.849,0.00855623,stressed
20230105,AST0046,197.1694,0.03065453,stressed
20230105,AST0047,210.2203,-0.03703044,stressed
20230105,AST0048,127.6469,0.00943309,stressed
20230105,AST0049,23.4519,0.04048352,stressed
20230105,AST0050,90.6315,-0.01124032,stressed
20230105,AST0051,40.5062,-0.00098358,stressed
20230105,AST0052,168.5334,0.005626,stressed
20230105,AST0053,111.0724,-0.00658879,stressed
20230105,AST0054,35.7631,-0.01721928,stressed
